ID_Proyecto,Tecnologia,Operador,Capacidad_Instalada_MW,Generacion_Diaria_MWh,Eficiencia_Planta_Pct,Conectado_SIN,Estado_Actual,Inversion_Inicial_MUSD,Fecha_Entrada_Operacion
PLANT_333,Solar Fotovoltaica,Enel,163.03,98.78,65.0,True,En Construcción,9.29,2021-07-24
PLANT_334,Biomasa,AES,122.56,910.5,79.7,True,En Construcción,10.19,2021-06-23
PLANT_335,Pequeña Hidroeléctrica (PCH),Enel,75.0,1147.9,20.5,True,En Construcción,1.52,2024-01-15
PLANT_336,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,51.44,789.87,41.8,True,Operación Comercial,5.48,2022-07-28
PLANT_337,Biomasa,Enel,21.62,347.89,40.1,True,En Construcción,28.29,2022-04-18
PLANT_338,Solar Fotovoltaica,Empresa Privada Local,71.3,1003.12,65.9,False,En Planeación,44.7,2023-12-07
PLANT_339,Pequeña Hidroeléctrica (PCH),Isagen,82.93,129.36,43.5,True,En Planeación,15.07,2021-11-02
PLANT_340,Solar Fotovoltaica,AES,135.33,668.33,26.9,True,Mantenimiento,17.06,2023-03-31
PLANT_341,Pequeña Hidroeléctrica (PCH),Enel,131.8,253.42,62.7,True,Operación Comercial,6.66,2021-02-26
PLANT_342,Eólica Onshore,Empresa Privada Local,14.49,284.84,80.2,True,En Planeación,20.04,2021-07-19
PLANT_343,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,79.35,311.42,45.6,True,Operación Comercial,2.82,2024-11-24
PLANT_344,Biomasa,Empresa Privada Local,36.76,586.19,25.6,True,Operación Comercial,45.96,2022-10-13
PLANT_345,Biomasa,Celsia,31.78,86.21,30.7,True,Mantenimiento,33.98,2020-05-08
PLANT_346,Solar Fotovoltaica,EPM,165.55,602.71,34.0,True,Operación Comercial,49.55,2023-11-28
PLANT_347,Pequeña Hidroeléctrica (PCH),Isagen,8.86,772.44,39.0,True,En Construcción,44.26,2020-06-03
PLANT_348,Solar Fotovoltaica,Enel,84.13,730.11,66.4,True,Operación Comercial,24.18,2023-01-16
PLANT_349,Solar Fotovoltaica,Celsia,34.06,580.35,63.1,True,Mantenimiento,26.46,2024-02-01
PLANT_350,Eólica Onshore,Enel,175.93,1260.33,70.7,True,Mantenimiento,10.34,2020-02-17
PLANT_351,Eólica Onshore,Enel,111.63,226.54,44.0,True,Mantenimiento,23.64,2024-05-11
PLANT_352,Biomasa,AES,46.66,763.49,80.9,True,En Planeación,45.25,2024-10-23
PLANT_353,Solar Fotovoltaica,AES,100.73,102.44,31.3,True,En Construcción,3.49,2022-02-04
PLANT_354,Biomasa,AES,146.43,116.02,52.5,True,En Planeación,43.31,2020-02-06
PLANT_355,Pequeña Hidroeléctrica (PCH),Celsia,191.64,865.06,79.1,True,Pruebas,17.71,2023-07-17
PLANT_356,Solar Fotovoltaica,Enel,44.48,853.37,29.4,True,En Construcción,45.08,2024-03-06
PLANT_357,Solar Fotovoltaica,EPM,177.29,1318.27,23.8,True,Operación Comercial,47.1,2024-10-30
PLANT_358,Pequeña Hidroeléctrica (PCH),Isagen,186.89,841.23,85.7,True,Mantenimiento,33.87,2022-09-23
PLANT_359,Pequeña Hidroeléctrica (PCH),AES,183.33,1440.09,42.4,True,Pruebas,33.56,2022-11-02
PLANT_360,Biomasa,AES,127.27,82.56,69.7,False,En Construcción,23.18,2024-11-21
PLANT_361,Biomasa,Enel,126.15,156.03,17.0,True,En Planeación,41.94,2022-03-14
PLANT_362,Pequeña Hidroeléctrica (PCH),Enel,80.94,75.66,70.2,True,Mantenimiento,48.12,2021-07-20
PLANT_363,Biomasa,Celsia,150.6,286.06,40.3,True,En Planeación,38.98,2022-10-18
PLANT_364,Pequeña Hidroeléctrica (PCH),Celsia,106.49,816.49,19.5,True,En Construcción,31.47,2021-02-12
PLANT_365,Solar Fotovoltaica,AES,135.65,971.9,63.8,True,En Construcción,30.73,2023-01-08
PLANT_366,Solar Fotovoltaica,Enel,85.98,77.92,34.3,True,Pruebas,42.62,2020-11-28
PLANT_367,Eólica Onshore,EPM,146.43,1419.5,45.9,True,Operación Comercial,27.52,2021-05-28
PLANT_368,Solar Fotovoltaica,Isagen,164.98,1264.83,21.4,True,En Planeación,40.39,2022-09-09
PLANT_369,Pequeña Hidroeléctrica (PCH),Enel,29.71,451.95,26.8,True,Pruebas,25.94,2023-07-20
PLANT_370,Biomasa,Enel,166.67,125.01,38.8,True,Mantenimiento,4.06,2024-05-31
PLANT_371,Eólica Onshore,Empresa Privada Local,108.29,263.13,22.2,True,Operación Comercial,19.81,2021-05-10
PLANT_372,Biomasa,Celsia,169.01,199.15,87.9,True,Pruebas,22.78,2020-07-16
PLANT_373,Pequeña Hidroeléctrica (PCH),Isagen,86.54,193.69,15.5,True,En Planeación,7.94,2022-04-18
PLANT_374,Solar Fotovoltaica,AES,76.12,782.66,53.7,False,En Construcción,6.02,2021-06-20
PLANT_375,Eólica Onshore,Enel,183.05,376.31,24.9,False,Mantenimiento,27.24,2024-11-26
PLANT_376,Pequeña Hidroeléctrica (PCH),AES,50.61,543.63,39.6,True,En Planeación,5.17,2022-02-19
PLANT_377,Eólica Onshore,Enel,168.92,1484.36,89.1,True,Operación Comercial,15.84,2021-12-31
PLANT_378,Eólica Onshore,AES,97.06,1029.63,27.9,True,Operación Comercial,37.49,2024-07-20
PLANT_379,Solar Fotovoltaica,Isagen,103.06,1423.98,92.3,False,En Construcción,48.26,2021-02-28
PLANT_380,Pequeña Hidroeléctrica (PCH),Celsia,62.04,222.41,31.5,True,En Construcción,36.18,2020-12-29
PLANT_381,Biomasa,Isagen,114.82,579.39,74.3,True,Mantenimiento,49.64,2024-03-08
PLANT_382,Eólica Onshore,Empresa Privada Local,65.38,836.55,58.7,True,Mantenimiento,35.22,2024-11-17
PLANT_383,Eólica Onshore,EPM,8.33,124.37,85.8,True,En Construcción,15.4,2022-10-29
PLANT_384,Biomasa,Celsia,54.76,16.24,59.3,True,En Construcción,33.93,2024-06-28
PLANT_385,Pequeña Hidroeléctrica (PCH),Isagen,1.77,1008.95,57.8,True,Operación Comercial,35.41,2024-07-23
PLANT_386,Eólica Onshore,Empresa Privada Local,195.68,966.31,30.6,True,En Construcción,19.21,2022-04-09
PLANT_387,Eólica Onshore,EPM,193.17,622.08,28.3,True,Pruebas,1.87,2023-08-13
PLANT_388,Eólica Onshore,Empresa Privada Local,79.33,739.57,88.3,True,En Planeación,35.46,2023-03-03
PLANT_389,Pequeña Hidroeléctrica (PCH),Enel,145.81,629.01,41.2,True,En Construcción,2.06,2021-04-08
PLANT_390,Pequeña Hidroeléctrica (PCH),Enel,69.49,45.77,44.8,True,Mantenimiento,31.93,2021-03-19
PLANT_391,Biomasa,AES,134.38,509.7,75.8,True,Pruebas,9.02,2023-05-11
PLANT_392,Pequeña Hidroeléctrica (PCH),Celsia,161.18,273.85,42.1,True,Mantenimiento,28.71,2022-02-12
PLANT_393,Pequeña Hidroeléctrica (PCH),Enel,189.38,156.65,91.2,True,Pruebas,25.69,2023-05-08
PLANT_394,Solar Fotovoltaica,Empresa Privada Local,80.34,1435.51,74.0,True,En Construcción,1.66,2022-08-16
PLANT_395,Biomasa,Celsia,156.77,903.05,62.8,False,En Planeación,18.78,2021-07-01
PLANT_396,Eólica Onshore,Enel,53.55,1095.7,85.5,True,Mantenimiento,30.45,2024-11-01
PLANT_397,Pequeña Hidroeléctrica (PCH),AES,198.07,479.89,19.0,True,Pruebas,42.58,2024-07-30
PLANT_398,Eólica Onshore,Isagen,5.64,595.79,35.6,True,Operación Comercial,44.54,2021-12-17
PLANT_399,Eólica Onshore,AES,120.9,363.02,52.2,False,En Construcción,24.71,2021-06-06
PLANT_400,Solar Fotovoltaica,EPM,132.07,154.48,33.2,True,En Planeación,36.69,2020-06-04
PLANT_401,Pequeña Hidroeléctrica (PCH),Enel,137.77,276.76,74.5,True,En Construcción,16.51,2024-04-26
PLANT_402,Biomasa,EPM,24.52,1198.3,88.5,True,Operación Comercial,17.77,2021-07-18
PLANT_403,Pequeña Hidroeléctrica (PCH),EPM,187.74,1019.54,48.9,True,En Planeación,10.53,2023-10-26
PLANT_404,Eólica Onshore,Empresa Privada Local,36.65,824.92,42.4,True,Operación Comercial,28.54,2022-11-14
PLANT_405,Biomasa,Celsia,124.74,717.88,91.9,True,En Construcción,16.41,2024-05-26
PLANT_406,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,44.92,1384.43,50.6,True,Pruebas,5.13,2021-05-30
PLANT_407,Eólica Onshore,Enel,61.79,118.38,54.1,True,En Construcción,34.57,2023-11-20
PLANT_408,Eólica Onshore,EPM,109.52,428.1,43.1,True,En Construcción,35.68,2023-12-09
PLANT_409,Solar Fotovoltaica,Isagen,83.73,531.41,87.8,True,En Construcción,18.64,2020-01-06
PLANT_410,Solar Fotovoltaica,EPM,32.47,1175.81,60.5,True,Mantenimiento,4.76,2020-01-21
PLANT_411,Solar Fotovoltaica,Isagen,34.6,1488.85,76.0,True,Operación Comercial,21.89,2023-01-07
PLANT_412,Eólica Onshore,Empresa Privada Local,83.92,368.6,79.9,True,Operación Comercial,22.67,2020-10-20
PLANT_413,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,151.58,1312.72,42.3,True,Operación Comercial,33.76,2024-11-23
PLANT_414,Solar Fotovoltaica,Celsia,179.64,1247.63,49.7,True,Mantenimiento,16.46,2021-10-16
PLANT_415,Pequeña Hidroeléctrica (PCH),EPM,17.28,344.74,82.9,True,Pruebas,34.45,2021-02-17
PLANT_416,Solar Fotovoltaica,AES,78.92,605.01,44.1,False,En Construcción,43.7,2022-10-15
PLANT_417,Biomasa,Empresa Privada Local,20.5,620.41,78.5,True,Pruebas,12.64,2020-12-28
PLANT_418,Biomasa,Empresa Privada Local,3.81,1467.55,90.3,True,Mantenimiento,48.97,2021-05-15
PLANT_419,Solar Fotovoltaica,Celsia,132.51,279.53,64.9,True,Operación Comercial,19.93,2021-07-13
PLANT_420,Eólica Onshore,Isagen,120.69,1200.75,74.3,True,En Construcción,14.1,2022-11-06
PLANT_421,Solar Fotovoltaica,Celsia,33.02,507.95,79.4,True,En Planeación,21.65,2022-04-29
PLANT_422,Solar Fotovoltaica,EPM,47.15,1099.0,82.6,True,En Planeación,5.63,2020-02-02
PLANT_423,Eólica Onshore,Enel,5.23,635.82,46.6,True,Pruebas,7.16,2021-10-18
PLANT_424,Biomasa,Enel,167.07,871.76,19.1,True,Operación Comercial,21.31,2024-03-09
PLANT_425,Pequeña Hidroeléctrica (PCH),Isagen,194.95,1250.59,47.2,True,En Planeación,38.36,2020-11-17
PLANT_426,Solar Fotovoltaica,Empresa Privada Local,27.52,1208.21,68.9,True,Pruebas,45.12,2022-10-20
PLANT_427,Eólica Onshore,Isagen,46.68,1300.97,51.0,True,Mantenimiento,33.58,2023-09-10
PLANT_428,Solar Fotovoltaica,Empresa Privada Local,173.75,98.83,74.9,True,Pruebas,6.16,2024-09-18
PLANT_429,Eólica Onshore,Empresa Privada Local,185.33,1041.16,43.6,True,Pruebas,33.93,2021-12-23
PLANT_430,Pequeña Hidroeléctrica (PCH),Enel,84.22,218.58,65.8,True,Pruebas,32.14,2020-01-15
PLANT_431,Pequeña Hidroeléctrica (PCH),Isagen,10.6,629.57,29.9,False,En Construcción,40.48,2022-05-21
PLANT_432,Biomasa,Celsia,8.36,827.4,74.9,False,Pruebas,41.44,2022-08-29
PLANT_433,Eólica Onshore,Empresa Privada Local,115.0,610.08,58.7,True,Pruebas,43.54,2023-07-09
PLANT_434,Eólica Onshore,AES,78.88,784.22,31.3,True,En Construcción,21.29,2023-07-14
PLANT_435,Biomasa,AES,6.22,1494.82,38.4,True,En Construcción,35.2,2022-11-21
PLANT_436,Biomasa,Celsia,116.86,211.47,74.9,True,Mantenimiento,14.14,2021-01-26
PLANT_437,Eólica Onshore,AES,2.75,1016.43,53.6,True,Operación Comercial,49.97,2020-11-28
PLANT_438,Biomasa,EPM,157.58,600.04,32.3,True,En Planeación,9.59,2022-05-29
PLANT_439,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,61.63,208.18,92.4,True,En Planeación,1.5,2023-06-15
PLANT_440,Solar Fotovoltaica,Celsia,8.53,246.52,72.2,True,Pruebas,8.29,2021-10-17
PLANT_441,Pequeña Hidroeléctrica (PCH),Isagen,117.88,1424.42,91.6,True,Mantenimiento,39.02,2020-07-07
PLANT_442,Biomasa,Empresa Privada Local,79.84,1320.61,49.2,True,Pruebas,22.89,2023-03-31
PLANT_443,Eólica Onshore,Celsia,194.77,1361.49,53.0,True,En Planeación,22.93,2022-12-17
PLANT_444,Eólica Onshore,Enel,109.07,1487.38,86.8,True,En Construcción,47.8,2024-01-17
PLANT_445,Pequeña Hidroeléctrica (PCH),Isagen,55.41,320.39,57.0,True,Operación Comercial,46.06,2024-06-01
PLANT_446,Eólica Onshore,Enel,142.03,539.6,71.6,True,Mantenimiento,16.25,2022-08-01
PLANT_447,Biomasa,Empresa Privada Local,54.66,1007.14,35.2,True,En Construcción,11.24,2024-03-12
PLANT_448,Pequeña Hidroeléctrica (PCH),Isagen,180.9,730.87,50.7,True,Operación Comercial,42.58,2020-08-04
PLANT_449,Eólica Onshore,AES,75.26,633.4,24.9,True,Mantenimiento,45.39,2024-09-05
PLANT_450,Solar Fotovoltaica,Celsia,110.2,543.14,31.5,True,Mantenimiento,27.54,2020-09-17
PLANT_451,Solar Fotovoltaica,Empresa Privada Local,10.59,894.73,15.1,True,En Planeación,31.84,2024-04-09
PLANT_452,Biomasa,EPM,85.51,867.63,18.1,True,En Construcción,13.59,2022-12-07
PLANT_453,Eólica Onshore,Isagen,166.56,250.57,93.2,True,Mantenimiento,40.24,2023-06-09
PLANT_454,Biomasa,Isagen,161.23,712.89,34.4,True,Mantenimiento,31.97,2020-01-22
PLANT_455,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,45.25,834.67,68.1,True,Operación Comercial,25.67,2021-03-16
PLANT_456,Solar Fotovoltaica,Empresa Privada Local,45.6,859.73,82.1,True,En Planeación,3.95,2020-02-02
PLANT_457,Pequeña Hidroeléctrica (PCH),Enel,163.55,323.06,59.1,True,Pruebas,45.88,2020-03-19
PLANT_458,Eólica Onshore,AES,186.11,1115.98,27.3,False,En Planeación,31.16,2020-01-08
PLANT_459,Biomasa,Enel,19.52,47.55,73.2,True,Pruebas,10.44,2021-05-19
PLANT_460,Biomasa,Enel,90.29,538.7,63.0,True,En Construcción,30.71,2022-04-09
PLANT_461,Biomasa,AES,67.82,1172.52,73.5,True,En Construcción,34.2,2020-12-07
PLANT_462,Pequeña Hidroeléctrica (PCH),EPM,174.2,850.2,76.6,False,Mantenimiento,26.76,2021-11-13
PLANT_463,Solar Fotovoltaica,Enel,17.16,399.13,93.0,True,En Construcción,36.19,2021-10-29
PLANT_464,Pequeña Hidroeléctrica (PCH),Enel,42.62,1045.48,60.9,True,Mantenimiento,29.49,2023-06-22
PLANT_465,Pequeña Hidroeléctrica (PCH),Isagen,150.62,855.41,42.3,True,En Planeación,47.44,2023-07-10
PLANT_466,Eólica Onshore,AES,10.73,1196.4,66.9,True,En Construcción,3.63,2023-08-21
PLANT_467,Eólica Onshore,Celsia,98.76,1105.19,20.5,True,En Planeación,6.21,2022-01-25
PLANT_468,Eólica Onshore,EPM,88.7,919.06,86.8,True,En Planeación,9.51,2020-04-08
PLANT_469,Solar Fotovoltaica,EPM,67.21,737.38,24.6,True,En Construcción,34.82,2021-09-03
PLANT_470,Solar Fotovoltaica,AES,79.22,208.44,41.2,True,En Planeación,32.63,2020-10-08
PLANT_471,Eólica Onshore,Empresa Privada Local,106.22,399.39,80.3,True,En Construcción,44.71,2023-02-26
PLANT_472,Eólica Onshore,Empresa Privada Local,32.69,634.46,62.8,True,En Construcción,36.91,2024-06-02
PLANT_473,Solar Fotovoltaica,Isagen,114.61,902.96,46.5,True,En Construcción,25.91,2020-10-30
PLANT_474,Biomasa,Isagen,161.18,775.42,52.9,True,Pruebas,49.6,2020-06-20
PLANT_475,Solar Fotovoltaica,AES,152.15,439.39,83.4,True,En Planeación,14.04,2023-02-21
PLANT_476,Solar Fotovoltaica,Isagen,31.2,19.63,42.2,True,Operación Comercial,41.83,2022-12-10
PLANT_477,Solar Fotovoltaica,EPM,30.28,749.4,84.6,True,En Construcción,21.91,2021-11-02
PLANT_478,Eólica Onshore,EPM,54.0,435.58,22.1,True,En Planeación,32.79,2024-09-16
PLANT_479,Biomasa,Celsia,72.53,1104.57,77.1,True,Mantenimiento,36.64,2020-05-09
PLANT_480,Solar Fotovoltaica,Empresa Privada Local,81.99,45.68,82.8,True,En Construcción,32.05,2021-03-17
PLANT_481,Eólica Onshore,AES,136.1,881.39,29.5,True,En Construcción,7.88,2022-02-27
PLANT_482,Pequeña Hidroeléctrica (PCH),Enel,11.81,1412.8,49.4,True,Operación Comercial,22.7,2021-09-04
PLANT_483,Pequeña Hidroeléctrica (PCH),Empresa Privada Local,7.42,269.87,28.2,True,Pruebas,28.51,2021-12-10
PLANT_484,Solar Fotovoltaica,Enel,78.69,712.76,71.5,False,Pruebas,42.6,2022-01-20
PLANT_485,Pequeña Hidroeléctrica (PCH),Celsia,139.58,146.22,57.8,True,En Construcción,22.74,2023-04-06
PLANT_486,Biomasa,Celsia,39.09,942.27,65.8,True,En Planeación,46.02,2020-04-20
PLANT_487,Pequeña Hidroeléctrica (PCH),Isagen,128.48,830.29,30.7,True,Mantenimiento,22.58,2021-10-09
PLANT_488,Pequeña Hidroeléctrica (PCH),Celsia,52.34,616.97,31.9,True,Mantenimiento,27.89,2022-03-13
PLANT_489,Biomasa,Celsia,177.27,786.85,18.3,True,En Planeación,40.02,2023-03-07
PLANT_490,Solar Fotovoltaica,Enel,179.19,1345.9,40.8,True,En Construcción,29.57,2023-10-17
PLANT_491,Solar Fotovoltaica,Isagen,59.81,302.48,59.8,True,Mantenimiento,48.05,2022-05-14
PLANT_492,Biomasa,Celsia,46.38,43.62,83.6,True,Pruebas,33.36,2024-01-31
PLANT_493,Biomasa,Empresa Privada Local,82.56,1293.88,68.4,True,En Planeación,26.61,2021-02-06
PLANT_494,Biomasa,Celsia,48.49,869.9,49.8,True,Operación Comercial,2.16,2021-10-08
PLANT_495,Pequeña Hidroeléctrica (PCH),Isagen,134.64,1337.08,91.2,True,En Construcción,21.27,2020-10-07
PLANT_496,Biomasa,AES,165.3,899.45,72.5,True,En Planeación,15.66,2022-07-09
PLANT_497,Eólica Onshore,Isagen,134.78,1217.14,89.4,True,Mantenimiento,37.66,2021-07-02
PLANT_498,Pequeña Hidroeléctrica (PCH),Enel,164.96,650.21,57.2,True,En Construcción,11.21,2020-02-18
PLANT_499,Solar Fotovoltaica,AES,79.7,1127.29,35.7,True,Pruebas,11.06,2024-10-12
